t,x,y,hope,joy,satisfaction,fear,distress,disappointment,score,losthealth,remainedhealth
423,43.050236,33.92,0.20125,0.0,0.0,0.06,0.0,0.0,55.0,0.0,100.0
424,43.150814,33.680256,0.2,0.0,0.0,0.06,0.0,0.0,55.0,0.0,100.0
425,43.396637,32.27462,0.19875,0.0,0.0,0.06,0.0,0.0,55.0,0.0,100.0
426,43.629883,30.995783,0.19875,0.0,0.0,0.06,0.0,0.0,55.0,0.0,100.0
427,43.681213,30.876354,0.1975,0.0,0.0,0.05875,0.0,0.0,55.0,0.0,100.0
428,44.016785,29.94739,0.19625,0.0,0.0,0.05875,0.0,0.0,55.0,0.0,100.0
429,44.020008,28.533686,0.195,0.0,0.0,0.05875,0.0,0.0,55.0,0.0,100.0
430,43.838238,27.12312,0.19375,0.0,0.0,0.05875,0.0,0.0,55.0,0.0,100.0
431,43.838238,27.12312,0.19375,0.0,0.0,0.0575,0.0,0.0,55.0,0.0,100.0
432,43.838238,27.12312,0.1925,0.0,0.0,0.0575,0.0,0.0,55.0,0.0,100.0
433,43.838238,26.863132,0.19125,0.0,0.0,0.0575,0.0,0.0,55.0,0.0,100.0
434,43.825237,25.563261,0.19,0.0,0.0,0.0575,0.0,0.0,55.0,0.0,100.0
435,43.820004,24.13346,0.19,0.0,0.0,0.05625,0.0,0.0,55.0,0.0,100.0
436,43.820004,23.35387,0.18875,0.0,0.0,0.05625,0.0,0.0,55.0,0.0,100.0
437,43.82,22.053974,0.1875,0.0,0.0,0.05625,0.0,0.0,55.0,0.0,100.0
438,43.820004,20.624163,0.18625,0.0,0.0,0.05625,0.0,0.0,55.0,0.0,100.0
439,43.820004,19.454731,0.0,1.0,0.0,0.05625,0.0,0.0,55.0,0.0,100.0
440,43.820004,19.454731,0.0,0.995,0.0,0.055,0.0,0.0,55.0,0.0,100.0
441,43.820004,19.454731,0.0,0.99,0.0,0.055,0.0,0.0,55.0,0.0,100.0
442,43.820004,19.454731,0.0,0.985,0.0,0.055,0.0,0.0,55.0,0.0,100.0
443,43.820004,19.454731,0.0,0.98,0.0,0.055,0.0,0.0,55.0,0.0,100.0
444,43.820004,19.714718,0.0,0.975,0.0,0.05375,0.0,0.0,55.0,0.0,100.0
445,43.82,21.014591,0.0,0.97,0.0,0.05375,0.0,0.0,55.0,0.0,100.0
446,43.820004,22.444296,0.0,0.965,0.0,0.05375,0.0,0.0,55.0,0.0,100.0
447,43.820004,22.833849,0.0,0.96125,0.0,0.05375,0.0,0.0,55.0,0.0,100.0
448,43.82,24.263723,0.0,0.95625,0.0,0.05375,0.0,0.0,55.0,0.0,100.0
449,43.820004,25.693525,0.0,0.95125,0.0,0.0525,0.0,0.0,55.0,0.0,100.0
450,43.820004,26.603033,0.0,0.94625,0.0,0.0525,0.0,0.0,55.0,0.0,100.0
451,44.01042,28.020226,0.0,0.94125,0.0,0.0525,0.0,0.0,55.0,0.0,100.0
452,44.17999,29.308163,0.0,0.9375,0.0,0.0525,0.0,0.0,55.0,0.0,100.0
453,44.193172,29.635605,0.0,0.9325,0.0,0.0525,0.0,0.0,55.0,0.0,100.0
454,45.045776,30.42715,0.0,0.9275,0.0,0.05125,0.0,0.0,55.0,0.0,100.0
455,45.140873,30.51578,0.0,0.9225,0.0,0.05125,0.0,0.0,55.0,0.0,100.0
456,45.859604,30.820007,0.0,0.91875,0.0,0.05125,0.0,0.0,55.0,0.0,100.0
457,46.611916,31.715994,0.0,0.91375,0.0,0.05125,0.0,0.0,55.0,0.0,100.0
458,47.331547,32.638435,0.0,0.90875,0.0,0.05125,0.0,0.0,55.0,0.0,100.0
459,48.045727,33.394367,0.0,0.905,0.0,0.05,0.0,0.0,56.0,0.0,100.0
460,48.187332,33.585236,0.0,0.9,0.0,0.05,0.0,0.0,56.0,0.0,100.0
461,48.187332,33.585236,0.0,0.89625,0.0,0.05,0.0,0.0,56.0,0.0,100.0
462,48.187332,33.585236,0.0,0.89125,0.0,0.05,0.0,0.0,56.0,0.0,100.0
463,48.187332,33.845222,0.0,0.8875,0.0,0.05,0.0,0.0,56.0,0.0,100.0
464,48.187332,33.845222,0.0,0.8825,0.0,0.04875,0.0,0.0,56.0,0.0,100.0
465,48.187332,33.845222,0.0,0.8775,0.0,0.04875,0.0,0.0,56.0,0.0,100.0
466,48.187332,33.845222,0.0,0.87375,0.0,0.04875,0.0,0.0,56.0,0.0,100.0
467,48.187332,33.845222,0.0,0.86875,0.0,0.04875,0.0,0.0,56.0,0.0,100.0
468,48.44732,33.845222,0.0,0.865,0.0,0.04875,0.0,0.0,56.0,0.0,100.0
469,48.44732,33.845222,0.0,0.86125,0.0,0.0475,0.0,0.0,56.0,0.0,100.0
470,48.44732,33.845222,0.0,0.85625,0.0,0.0475,0.0,0.0,56.0,0.0,100.0
471,48.707306,33.845222,0.0,0.8525,0.0,0.0475,0.0,0.0,56.0,0.0,100.0
472,48.707306,33.845222,0.0,0.8475,0.0,0.0475,0.0,0.0,56.0,0.0,100.0
473,48.38104,33.81365,0.0,0.84375,0.0,0.0475,0.0,0.0,56.0,0.0,100.0
474,47.104893,34.06119,0.0,0.84,0.0,0.04625,0.0,0.0,56.0,0.0,100.0
475,46.361973,34.17998,0.0,0.835,0.0,0.04625,0.0,0.0,56.0,0.0,100.0
476,45.9668,33.66394,0.0,0.83125,0.0,0.04625,0.0,0.0,56.0,0.0,100.0
477,45.807293,33.365005,0.0,0.8275,0.0,0.04625,0.0,0.0,56.0,0.0,100.0
478,44.74123,33.179996,0.0,0.8225,0.0,0.04625,0.0,0.0,56.0,0.0,100.0
479,43.705673,33.179996,0.0,0.81875,0.0,0.045,0.0,0.0,56.0,0.0,100.0
480,43.392796,33.18442,0.0,0.815,0.0,0.045,0.0,0.0,56.0,0.0,100.0
481,42.613632,34.033295,0.0,0.81,0.0,0.045,0.0,0.0,56.0,0.0,100.0
482,42.338963,34.20742,0.0,0.80625,0.0,0.045,0.0,0.0,56.0,0.0,100.0
483,42.264797,34.268486,0.0,0.8025,0.0,0.045,0.0,0.0,56.0,0.0,100.0
484,40.968548,34.36626,0.0,0.79875,0.0,0.045,0.0,0.0,56.0,0.0,100.0
485,39.413044,34.48359,0.0,0.795,0.0,0.2,0.0,0.0,56.0,0.0,100.0
486,39.283417,34.493366,0.0,0.79,0.0,0.19875,0.0,0.0,56.0,0.0,100.0
487,39.283417,34.493366,0.0,0.78625,0.0,0.1975,0.0,0.0,56.0,0.0,100.0
488,39.283417,34.493366,0.0,0.7825,0.0,0.1975,0.0,0.0,56.0,0.0,100.0
489,38.635292,34.54225,0.0,0.77875,0.0,0.19625,0.0,0.0,56.0,0.0,100.0
490,40.091507,33.98297,0.0,0.775,0.0,0.195,0.0,0.0,56.0,0.0,100.0
491,40.33421,33.88976,0.0,0.77125,0.0,0.19375,0.0,0.0,56.0,0.0,100.0
492,40.663635,33.794014,0.0,0.7675,0.0,0.1925,0.0,0.0,56.0,0.0,100.0
493,41.269535,32.66938,0.0,0.76375,0.0,0.1925,0.0,0.0,56.0,0.0,100.0
494,41.981857,31.28161,0.0,0.76,0.0,0.19125,0.0,0.0,56.0,0.0,100.0
495,42.10084,31.050447,0.0,0.75625,0.0,0.19,0.0,0.0,56.0,0.0,100.0
496,43.372654,30.82002,0.0,0.7525,0.0,0.18875,0.0,0.0,56.0,0.0,100.0
497,43.60154,30.82002,0.0,0.74875,0.0,0.18875,0.0,0.0,56.0,0.0,100.0
498,44.29456,29.915504,0.0,0.745,0.0,0.1875,0.0,0.0,56.0,0.0,100.0
499,44.29456,29.915504,0.0,0.74125,0.0,0.18625,0.0,0.0,56.0,0.0,100.0
500,44.29456,29.915504,0.0,0.7375,0.0,0.185,0.0,0.0,56.0,0.0,100.0
501,44.034573,29.915504,0.0,0.73375,0.0,0.185,0.0,0.0,56.0,0.0,100.0
502,44.09745,29.801731,0.0,0.73,0.0,0.18375,0.0,0.0,56.0,0.0,100.0
503,44.09745,29.801731,0.0,0.72625,0.0,0.1825,0.0,0.0,56.0,0.0,100.0
504,45.056503,30.471794,0.0,0.7225,0.0,0.18125,0.0,0.0,56.0,0.0,100.0
505,45.157127,30.55409,0.0,0.71875,0.0,0.18125,0.0,0.0,56.0,0.0,100.0
506,45.157127,30.55409,0.0,0.715,0.0,0.18,0.0,0.0,56.0,0.0,100.0
507,45.157127,30.55409,0.0,0.71125,0.0,0.17875,0.0,0.0,56.0,0.0,100.0
508,45.157127,30.814077,0.0,0.70875,0.0,0.17875,0.0,0.0,56.0,0.0,100.0
509,45.157127,30.814077,0.0,0.705,0.0,0.1775,0.0,0.0,56.0,0.0,100.0
510,45.157127,30.814077,0.0,0.70125,0.0,0.17625,0.0,0.0,56.0,0.0,100.0
511,45.417118,30.814077,0.0,0.6975,0.0,0.175,0.0,0.0,56.0,0.0,100.0
512,45.417118,30.814077,0.0,0.69375,0.0,0.175,0.0,0.0,56.0,0.0,100.0
513,45.417118,30.814077,0.0,0.69125,0.0,0.17375,0.0,0.0,56.0,0.0,100.0
514,45.417118,30.814077,0.0,0.6875,0.0,0.1725,0.0,0.0,56.0,0.0,100.0
515,45.417118,30.814077,0.0,0.68375,0.0,0.1725,0.0,0.0,56.0,0.0,100.0
516,45.157127,30.814077,0.0,0.68,0.0,0.17125,0.0,0.0,56.0,0.0,100.0
517,45.157127,30.814077,0.0,0.6775,0.0,0.17,0.0,0.0,56.0,0.0,100.0
518,45.157127,30.814077,0.0,0.67375,0.0,0.17,0.0,0.0,56.0,0.0,100.0
519,44.89714,30.814077,0.0,0.67,0.0,0.16875,0.0,0.0,56.0,0.0,100.0
520,44.50898,29.991068,0.0,0.6675,0.0,0.1675,0.0,0.0,56.0,0.0,100.0
521,44.355965,29.786165,0.0,0.66375,0.0,0.1675,0.0,0.0,56.0,0.0,100.0
522,44.07239,28.654863,0.0,0.66,0.0,0.16625,0.0,0.0,56.0,0.0,100.0
523,43.83654,27.112997,0.0,0.6575,0.0,0.165,0.0,0.0,56.0,0.0,100.0
524,44.06077,25.70076,0.0,0.65375,0.0,0.165,0.0,0.0,56.0,0.0,100.0
525,44.24423,24.545292,0.0,0.65,0.0,0.16375,0.0,0.0,56.0,0.0,100.0
526,44.480923,23.267086,0.0,0.6475,0.0,0.1625,0.0,0.0,56.0,0.0,100.0
527,44.717613,21.988882,0.0,0.64375,0.0,0.1625,0.0,0.0,56.0,0.0,100.0
528,44.980873,20.583397,0.0,0.64125,0.0,0.16125,0.0,0.0,56.0,0.0,100.0
529,45.17998,19.433455,0.0,0.6375,0.0,0.16,0.0,0.0,56.0,0.0,100.0
530,45.179996,18.657682,0.0,0.635,0.0,0.16,0.0,0.0,56.0,0.0,100.0
531,45.179996,18.442816,0.0,0.63125,0.0,0.15875,0.0,0.0,56.0,0.0,100.0
532,45.760807,17.439648,0.0,0.62875,0.0,0.1575,0.0,0.0,56.0,0.0,100.0
533,46.531723,17.321215,0.0,0.625,0.0,0.1575,0.0,0.0,56.0,0.0,100.0
534,47.361897,16.496851,0.0,0.6225,0.8,0.15625,0.0,0.0,56.0,0.0,100.0
535,47.770206,16.818808,0.0,0.61875,0.79625,0.15625,0.0,0.0,156.0,0.0,100.0
